,VillaName,Features,Rating,Total_Review,Rating_Info,Location,URL,Currency,PriceValue,Area
324,Kubal Villa and Living Seminyak,"['Beach sun loungers', 'Massage', 'Beach umbrella', 'Express check-out', 'Spa', 'Bar']",8.0,9.0,Convenient,"Seminyak, Kuta",www.traveloka.com/en-en/hotel/indonesia/kubal-villa-and-living-seminyak-3000020000940,USD,43.72,Seminyak
325,Pondok Pisang Candidasa,"['Snorkeling', 'Outdoor facilities', 'Sun loungers', 'Wheelchair accessible', 'Spa']",9.0,8.0,Impressive,"Candidasa, Karangasem",www.traveloka.com/en-en/hotel/indonesia/pondok-pisang-candidasa-3000020003702,USD,57.92,Others
326,Mula Villa,['Kitchenette'],8.5,5.0,Impressive,"Canggu, Kuta Utara",www.traveloka.com/en-en/hotel/indonesia/mula-villa-9000001204575,USD,79.43,Canggu
327,Omkara Pandan Canggu Villa,"['Kitchenette', 'Pool sun loungers']",8.8,35.0,Impressive,"Canggu, Kuta Utara",www.traveloka.com/en-en/hotel/indonesia/omkara-pandan-canggu-villa-9000003254890,USD,113.15,Canggu
328,Ayawana Private Villa Managed by ARM Hospitality,"['Clothes dryer', 'Kitchenette', 'Airport transfer', 'Express check-out', 'Spa']",8.8,35.0,Impressive,"Tegallalang, Ubud",www.traveloka.com/en-en/hotel/indonesia/ayawana-private-villa-managed-by-arm-hospitality-9000002763403,USD,106.89,Ubud
329,Seminyak Icon by Karaniya Experience,"['Bicycle rental', 'Car rental', 'Kitchenette', 'Airport transfer']",8.9,62.0,Impressive,"Seminyak, Kuta",www.traveloka.com/en-en/hotel/indonesia/seminyak-icon-by-karaniya-experience-336838,USD,128.91,Seminyak
330,Asli Bali Villa by AGATA,"['Bicycle rental', 'Car rental', 'Massage', 'Airport transfer']",9.1,15.0,Superb,"Bangli, Bangli",www.traveloka.com/en-en/hotel/indonesia/asli-bali-villa-by-agata-3000010039039,USD,37.57,Others
331,Elevate Bali,"['Canoeing', 'Diving', 'Massage', 'Airport transfer', 'Express check-out', 'Bar']",9.8,6.0,Superb,"Munduk, Buleleng",www.traveloka.com/en-en/hotel/indonesia/elevate-bali-9000000987459,USD,313.7,Others
332,La Belle Villa,"['Car rental', 'Kitchenette']",8.5,102.0,Impressive,"Seminyak, Kuta",www.traveloka.com/en-en/hotel/indonesia/la-belle-villa-344401,USD,76.07,Seminyak
333,Concetta Villa Seminyak Beachside,['N/A'],8.5,7.0,Impressive,"Seminyak, Kuta",www.traveloka.com/en-en/hotel/indonesia/concetta-villa-seminyak-beachside-9000000744694,USD,318.57,Seminyak
334,Canggu Nikki's House,"['Wheelchair accessible', 'Express check-out']",8.8,35.0,Impressive,"Canggu, Kuta Utara",www.traveloka.com/en-en/hotel/indonesia/canggu-nikkis-house-9000000973055,USD,128.79,Canggu
335,Shigar Livin Bali ,['N/A'],8.8,35.0,Impressive,"Selat, Sidemen",www.traveloka.com/en-en/hotel/indonesia/shigar-livin-bali--9000001046761,USD,119.39,Others
336,Mamora Ubud Villas,"['Express check-out', 'Spa']",8.8,35.0,Impressive,"Ubud, Gianyar",www.traveloka.com/en-en/hotel/indonesia/mamora-ubud-villas-9000004168358,USD,47.32,Ubud
337,Temuku Villas Ubud,"['Water sport', 'Shopping center shuttle', 'Cycling', 'Massage', 'Spa', 'Bar']",9.1,68.0,Superb,"Kedewatan, Ubud",www.traveloka.com/en-en/hotel/indonesia/temuku-villas-ubud-1000000547408,USD,132.71,Ubud
338,Casamaya Villa,"['Massage', 'Express check-out']",9.2,20.0,Superb,"Legian, Kuta",www.traveloka.com/en-en/hotel/indonesia/casamaya-villa-3000020007117,USD,133.72,Legian
339,Sumberkima Hill Private Villa Retreat,['Spa'],8.9,21.0,Impressive,"Menjangan, Buleleng",www.traveloka.com/en-en/hotel/indonesia/sumberkima-hill-private-villa-retreat-4000000259541,USD,40.7,Others
340,Villa Beji Indah,"['Poolside bar', 'Airport transfer', 'Library', 'Picnic area', 'Spa', 'Bar']",8.8,35.0,Impressive,"Monkey Forest, Ubud",www.traveloka.com/en-en/hotel/indonesia/villa-beji-indah-1000000505230,USD,128.94,Ubud
341,My Villas in Bali,"['Beach umbrella', 'Pool sun loungers']",8.8,35.0,Impressive,"Seminyak, Kuta",www.traveloka.com/en-en/hotel/indonesia/my-villas-in-bali-1000000505646,USD,181.79,Seminyak
342,Rumah Dadong,['N/A'],8.8,35.0,Impressive,"Sayan, Ubud",www.traveloka.com/en-en/hotel/indonesia/rumah-dadong-1000000529504,USD,108.29,Ubud
343,Villa DK - Bali,['Hot tub'],8.8,35.0,Impressive,"Nusa Dua, Kuta Selatan",www.traveloka.com/en-en/hotel/indonesia/villa-dk---bali-1000000544594,USD,141.06,Nusa Dua
344,Royal Samaja Villas,"['Clothes dryer', 'Babysitting', 'Bicycle rental', 'Car rental', 'Massage', 'Bar']",8.6,275.0,Impressive,"Seminyak, Kuta",www.traveloka.com/en-en/hotel/indonesia/royal-samaja-villas-1000000548123,USD,112.54,Seminyak
345,Classic Beach Villas,"['Rooftop terrace', 'Pool sun loungers']",8.5,41.0,Impressive,"Amed, Karangasem",www.traveloka.com/en-en/hotel/indonesia/classic-beach-villas-1000000574529,USD,34.87,Others
346,Balangan Beach Villa,"['Toys', 'Babysitting']",8.8,35.0,Impressive,"Jimbaran, Kuta Selatan",www.traveloka.com/en-en/hotel/indonesia/balangan-beach-villa-1000000581631,USD,144.57,Jimbaran
347,Uma De Villa,"['Bicycle rental', 'Airport transfer']",8.7,311.0,Impressive,"Sanur Kauh - AT, Denpasar Selatan",www.traveloka.com/en-en/hotel/indonesia/uma-de-villa-1000000624454,USD,40.07,Sanur
348,Zenubud Villa,['N/A'],8.8,35.0,Impressive,"Tampaksiring, Ubud",www.traveloka.com/en-en/hotel/indonesia/zenubud-villa-1000000688733,USD,164.08,Ubud
349,Villa Del Mar Canggu,"['Hot tub', 'Massage', 'Spa']",8.9,6.0,Impressive,"Canggu, Kuta Utara",www.traveloka.com/en-en/hotel/indonesia/villa-del-mar-canggu-1000001738817,USD,72.95,Canggu
350,Koenokoeni Villa,"['Massage', 'Spa']",9.3,28.0,Superb,"Seminyak, Kuta",www.traveloka.com/en-en/hotel/indonesia/koenokoeni-villa-2000000234406,USD,225.82,Seminyak
351,Aleesha Villas,"['Beach shuttle', 'Car rental', 'Massage', 'Kitchenette', 'Spa']",8.4,146.0,Impressive,"Sanur, Bali",www.traveloka.com/en-en/hotel/indonesia/aleesha-villas-2000000234586,USD,61.76,Sanur
352,AYANA Villas Bali,"['Show cooking restaurant', 'Beach Bar', 'Business facilities', 'Poolside bar', 'Wheelchair accessible', 'Bar']",8.7,23.0,Impressive,"Jimbaran, Kuta Selatan",www.traveloka.com/en-en/hotel/indonesia/ayana-villas-bali-3000010000531,USD,1156.73,Jimbaran
353,Villa Malou,"['Sun loungers', 'Car rental', 'Massage', 'Kitchenette', 'Pool sun loungers']",8.8,35.0,Impressive,"Seminyak, Kuta",www.traveloka.com/en-en/hotel/indonesia/villa-malou-3000010000682,USD,320.05,Seminyak
354,Samkhya Villas Ubud,"['Bicycle rental', 'Car rental', 'Massage', 'Spa']",8.7,13.0,Impressive,"Kedewatan, Ubud",www.traveloka.com/en-en/hotel/indonesia/samkhya-villas-ubud-3000010000789,USD,147.01,Ubud
355,The Santai,"['Bicycle storage', 'Massage', 'Kitchenette', 'Airport transfer']",9.1,17.0,Superb,"Umalas, Kuta Utara",www.traveloka.com/en-en/hotel/indonesia/the-santai-3000010001213,USD,325.21,Umalas
356,Bali Sunset Villa Seminyak,"['Bicycle rental', 'Car rental', 'Express check-out']",8.4,65.0,Impressive,"Seminyak, Kuta",www.traveloka.com/en-en/hotel/indonesia/bali-sunset-villa-seminyak-3000010001266,USD,29.91,Seminyak
357,Adiwana Dara Ayu Villas,['Spa'],8.6,81.0,Impressive,"Payangan, Ubud",www.traveloka.com/en-en/hotel/indonesia/adiwana-dara-ayu-villas-3000010001376,USD,92.69,Ubud
358,Maharaja Villas,"['Bicycle rental', 'Car rental', 'Kitchenette', 'Pool sun loungers', 'Bar']",9.0,17.0,Impressive,"Kerobokan, Kuta Utara",www.traveloka.com/en-en/hotel/indonesia/maharaja-villas-3000010002706,USD,112.68,Others
359,Pondok Naya,['Airport transfer'],8.8,35.0,Impressive,"Sayan, Ubud",www.traveloka.com/en-en/hotel/indonesia/pondok-naya-3000010002864,USD,63.77,Ubud
360,Idyll House,"['Sun loungers', 'Beach towel', 'Massage', 'Pool sun loungers']",8.8,35.0,Impressive,"Canggu, Kuta Utara",www.traveloka.com/en-en/hotel/indonesia/idyll-house-9000001071666,USD,32.91,Canggu
361,Del Cielo Villa Seminyak,"['Hot tub', 'Babysitting', 'Massage', 'Spa']",8.5,19.0,Impressive,"Seminyak, Kuta",www.traveloka.com/en-en/hotel/indonesia/del-cielo-villa-seminyak-9000000294825,USD,114.81,Seminyak
362,Prema Uja Villas,['N/A'],9.2,21.0,Superb,"Ubud, Gianyar",www.traveloka.com/en-en/hotel/indonesia/prema-uja-villas-9000000985104,USD,75.33,Ubud
363,Villa Chanthira Canggu by Nakula,['Kitchenette'],8.8,35.0,Impressive,"Canggu, Kuta Utara",www.traveloka.com/en-en/hotel/indonesia/villa-chanthira-canggu-by-nakula-9000003343998,USD,288.98,Canggu
364,Villa Aprikot Ubud,['N/A'],8.5,7.0,Impressive,"Kedewatan, Ubud",www.traveloka.com/en-en/hotel/indonesia/villa-aprikot-ubud-9000000106901,USD,167.86,Ubud
365,The Bale Villas Nusa Dua,"['Massage', 'Fitness center', 'Pool sun loungers', 'Sauna', 'Spa', 'Bar']",8.6,15.0,Impressive,"Nusa Dua Beach, Nusa Dua",www.traveloka.com/en-en/hotel/indonesia/the-bale-villas-nusa-dua-3000010001211,USD,411.68,Nusa Dua
366,Dayung Villa by Reccoma,"['Recreation room', 'Outdoor facilities', 'Bicycle rental', 'Beach towel', 'Rooftop terrace', 'Pool sun loungers']",9.6,11.0,Superb,"Nusa Lembongan, Nusa Island",www.traveloka.com/en-en/hotel/indonesia/dayung-villa-by-reccoma-1000001763550,USD,33.0,Lembongan
367,Villa Kalih,['Kitchenette'],8.8,35.0,Impressive,"Canggu, Kuta Utara",www.traveloka.com/en-en/hotel/indonesia/villa-kalih-9000002762115,USD,118.06,Canggu
368,Villa Gajah Mas,['N/A'],8.8,35.0,Impressive,"Baturiti, Tabanan",www.traveloka.com/en-en/hotel/indonesia/villa-gajah-mas-9000003288680,USD,28.12,Others
369,Villa Kemala 3 by Alfred in Bali,['Pool cabanas'],8.8,35.0,Impressive,"Canggu, Kuta Utara",www.traveloka.com/en-en/hotel/indonesia/villa-kemala-3-by-alfred-in-bali-9000005504256,USD,131.81,Canggu
370,Kelapa Lovina Beach Villas,"['Massage', 'Spa']",8.3,28.0,Impressive,"Singaraja, Buleleng",www.traveloka.com/en-en/hotel/indonesia/kelapa-lovina-beach-villas-3000010008278,USD,69.89,Others
371,Puca Gavi Eco Luxury Villa Ubud,"['Massage', 'Kitchenette', 'Spa']",8.8,35.0,Impressive,"Payangan, Ubud",www.traveloka.com/en-en/hotel/indonesia/puca-gavi-eco-luxury-villa-ubud-9000003269353,USD,114.04,Ubud
372,RED SUNSET VILLA CANGGU 5 MIN WALK BEACH,"['Beach towel', 'Rooftop terrace', 'Picnic area']",8.8,35.0,Impressive,"Canggu, Kuta Utara",www.traveloka.com/en-en/hotel/indonesia/red-sunset-villa-canggu-5-min-walk-beach-9000001085815,USD,522.84,Canggu
373,Bali Hai Island Resort,"['Beach Bar', 'Romantic proposal packages', 'Shops', 'Poolside bar', 'Beach umbrella', 'Bar']",9.4,6.0,Superb,"Pekutatan, Jembrana",www.traveloka.com/en-en/hotel/indonesia/bali-hai-island-resort-9000003269268,USD,41.18,Others
374,Prasana Villas by Arjani - Uluwatu,"['Car rental', 'Kitchenette', 'Express check-out', 'Bar']",8.4,21.0,Impressive,"Ungasan, Uluwatu",www.traveloka.com/en-en/hotel/indonesia/prasana-villas-by-arjani---uluwatu-3000010008369,USD,161.07,Uluwatu
375,Kubu Selat Villa,"['Car rental', 'Beach towel']",7.0,6.0,Good,"Gianyar Kota, Gianyar",www.traveloka.com/en-en/hotel/indonesia/kubu-selat-villa-9000000962365,USD,11.43,Others
376,Riverstone Villa,"['Clothes dryer', 'Babysitting', 'Kitchenette']",8.8,35.0,Impressive,"Canggu, Kuta Utara",www.traveloka.com/en-en/hotel/indonesia/riverstone-villa-9000003289404,USD,179.82,Canggu
377,Ajung Mas Villa,['N/A'],8.8,35.0,Impressive,"Jimbaran, Kuta Selatan",www.traveloka.com/en-en/hotel/indonesia/ajung-mas-villa-9000005503683,USD,181.59,Jimbaran
378,The Santai,"['Bicycle storage', 'Massage', 'Kitchenette', 'Airport transfer']",9.1,17.0,Superb,"Umalas, Kuta Utara",www.traveloka.com/en-en/hotel/indonesia/the-santai-3000010001213,USD,325.21,Umalas
379,Villa Mana Sari Ubud,['Kitchenette'],8.8,35.0,Impressive,"Ubud, Gianyar",www.traveloka.com/en-en/hotel/indonesia/villa-mana-sari-ubud-4000000383893,USD,277.4,Ubud
380,RedDoorz Plus near Seminyak Square,['N/A'],9.2,19.0,Superb,"Seminyak, Kuta",www.traveloka.com/en-en/hotel/indonesia/reddoorz-plus-near-seminyak-square-9000000459205,USD,22.24,Seminyak
381,Sayang Taman Villa,['Kitchenette'],8.8,35.0,Impressive,"Sanur, Bali",www.traveloka.com/en-en/hotel/indonesia/sayang-taman-villa-3000010033759,USD,49.0,Sanur
382,Sri Abi Ratu Villa,"['Limo or town car service', 'Bicycle rental', 'Car rental', 'Massage', 'Express check-out', 'Spa']",7.8,7.0,Convenient,"Batubulan, Sukawati",www.traveloka.com/en-en/hotel/indonesia/sri-abi-ratu-villa-3000010004294,USD,39.48,Others
383,Desa Di Bali Villas ,"['Hot tub', 'Massage', 'Spa']",8.9,26.0,Impressive,"Kerobokan, Kuta Utara",www.traveloka.com/en-en/hotel/indonesia/desa-di-bali-villas--3000020007130,USD,101.58,Others
384,Villa Swan Ubud,['N/A'],8.8,35.0,Impressive,"Kedewatan, Ubud",www.traveloka.com/en-en/hotel/indonesia/villa-swan-ubud-9000000106918,USD,94.04,Ubud
385,Cove Villa Banjar Segara,['N/A'],8.2,5.0,Convenient,"Tanah Lot, Tabanan",www.traveloka.com/en-en/hotel/indonesia/cove-villa-banjar-segara-9000004166745,USD,37.85,Others
386,Singgah Villas Seminyak,"['Babysitting', 'Kitchenette', 'Airport transfer', 'Express check-out', 'Spa']",8.8,35.0,Impressive,"Seminyak, Kuta",www.traveloka.com/en-en/hotel/indonesia/singgah-villas-seminyak-3000020004913,USD,117.59,Seminyak
387,Villa at Discovery Kartika Plaza Hotel,"['Outdoor tennis court', 'Poolside bar', 'Picnic area', 'Spa', 'Bar']",7.9,5.0,Convenient,"Kuta, Badung",www.traveloka.com/en-en/hotel/indonesia/villa-at-discovery-kartika-plaza-hotel-1000000699890,USD,113.94,Others
388,Muaya Villa,['N/A'],8.7,58.0,Impressive,"Jimbaran, Kuta Selatan",www.traveloka.com/en-en/hotel/indonesia/muaya-villa-3000010015057,USD,60.8,Jimbaran
389,Villa Wiraja 2,['N/A'],8.8,35.0,Impressive,"Canggu, Kuta Utara",www.traveloka.com/en-en/hotel/indonesia/villa-wiraja-2-9000003270029,USD,30.58,Canggu
390,Nunia Boutique Private Villa,['Massage'],8.6,22.0,Impressive,"Seminyak, Kuta",www.traveloka.com/en-en/hotel/indonesia/nunia-boutique-private-villa-223153,USD,145.42,Seminyak
391,Sumberkima Resort,"['Recreation room', 'Canoeing', 'Cycling', 'Kitchenette', 'Express check-out', 'Bar']",9.2,15.0,Superb,"Menjangan, Buleleng",www.traveloka.com/en-en/hotel/indonesia/sumberkima-resort-9000000277442,USD,112.96,Others
392,Little Nuts Villas,['N/A'],8.1,8.0,Convenient,"Jimbaran, Kuta Selatan",www.traveloka.com/en-en/hotel/indonesia/little-nuts-villas-9000000925839,USD,44.91,Jimbaran
393,Melviano Suite & Villa,['N/A'],8.8,35.0,Impressive,"Batubulan, Sukawati",www.traveloka.com/en-en/hotel/indonesia/melviano-suite--villa-9000003106515,USD,77.94,Others
394,Villa Vesuvio - Canggu,"['Outdoor facilities', 'Massage', 'Kitchenette', 'Pool sun loungers', 'Express check-out', 'Spa']",8.8,35.0,Impressive,"Canggu, Kuta Utara",www.traveloka.com/en-en/hotel/indonesia/villa-vesuvio---canggu-9000003365123,USD,120.03,Canggu
395,Gracia Bali Villas & Apartment,"['Sun loungers', 'Kitchenette', 'Pool sun loungers']",8.5,7.0,Impressive,"Seminyak, Kuta",www.traveloka.com/en-en/hotel/indonesia/gracia-bali-villas--apartment-2000000234555,USD,123.14,Seminyak
396,Anna Villa 4,['Kitchenette'],8.8,8.0,Impressive,"Sanur, Bali",www.traveloka.com/en-en/hotel/indonesia/anna-villa-4-3000020016223,USD,66.04,Sanur
397,D'Sawah Villa Tanah Lot ,"['Bar', 'Bicycle rental', 'Car rental', 'Bar']",7.8,18.0,Convenient,"Tanah Lot, Tabanan",www.traveloka.com/en-en/hotel/indonesia/dsawah-villa-tanah-lot--3000020017149,USD,39.75,Others
398,Villa Royal Pandawa Ungasan,['N/A'],8.8,35.0,Impressive,"Kutuh, Uluwatu",www.traveloka.com/en-en/hotel/indonesia/villa-royal-pandawa-ungasan-9000001153780,USD,90.22,Uluwatu
399,Ayodya Batur Villa,"['Canoeing', 'Outdoor facilities', 'Pets allowed']",8.8,35.0,Impressive,"Kintamani, Bangli",www.traveloka.com/en-en/hotel/indonesia/ayodya-batur-villa-9000003252893,USD,67.5,Others
400,Flamingo Dewata Deluxe Pool Villa,"['Beach shuttle', 'Babysitting', 'Beach sun loungers', 'Beach towel', 'Airport transfer', 'Bar']",8.9,103.0,Impressive,"Pecatu, Uluwatu",www.traveloka.com/en-en/hotel/indonesia/flamingo-dewata-deluxe-pool-villa-3000010004061,USD,75.43,Uluwatu
401,Teja Lokha Ubud Villa,['Pool sun loungers'],8.8,35.0,Impressive,"Kedewatan, Ubud",www.traveloka.com/en-en/hotel/indonesia/teja-lokha-ubud-villa-9000005505002,USD,165.8,Ubud
402,Bumi Linggah Villas Bali,"['Show cooking restaurant', 'Outdoor facilities', 'Clothes dryer', 'Massage', 'Express check-out', 'Bar']",8.7,28.0,Impressive,"Sukawati, Gianyar",www.traveloka.com/en-en/hotel/indonesia/bumi-linggah-villas-bali-248447,USD,113.81,Others
403,Noah Villa & Chapel,"['Bicycle rental', 'Massage', 'Airport transfer', 'Express check-out', 'Spa']",8.4,1365.0,Impressive,"Jimbaran, Kuta Selatan",www.traveloka.com/en-en/hotel/indonesia/noah-villa--chapel-502026,USD,59.92,Jimbaran
404,Villa Deh Simba at Sanur,['N/A'],8.8,35.0,Impressive,"Sanur, Bali",www.traveloka.com/en-en/hotel/indonesia/villa-deh-simba-at-sanur-1000001779924,USD,312.5,Sanur
405,Bubble Hotel Bali Ubud (Adults Only),"['Outdoor facilities', 'Picnic area']",8.0,70.0,Convenient,"Tampaksiring, Ubud",www.traveloka.com/en-en/hotel/indonesia/bubble-hotel-bali-ubud-adults-only-3000020019546,USD,107.84,Ubud
406,Villa Berlian,['Kitchenette'],8.8,35.0,Impressive,"Kuta, Badung",www.traveloka.com/en-en/hotel/indonesia/villa-berlian-9000002278176,USD,150.33,Others
407,Rustic Pandawa Villa,['Pets allowed'],8.8,35.0,Impressive,"Kutuh, Uluwatu",www.traveloka.com/en-en/hotel/indonesia/rustic-pandawa-villa-9000003268995,USD,62.27,Uluwatu
408,DHAUTEYA VILLA,"['Beach umbrella', 'Pool sun loungers']",8.8,35.0,Impressive,"Amed, Karangasem",www.traveloka.com/en-en/hotel/indonesia/dhauteya-villa-9000003280791,USD,91.96,Others
409,DREAMLAND GOLF COMPLEX 4 BEDROOM,"['Kitchenette', 'Rooftop terrace']",8.8,35.0,Impressive,"Pecatu, Uluwatu",www.traveloka.com/en-en/hotel/indonesia/dreamland-golf-complex-4-bedroom-9000003295210,USD,159.02,Uluwatu
410,Kayumanis Nusa Dua Private Villa & Spa,"['Hot tub', 'Private beach', 'Beach Bar', 'Massage', 'Kitchenette', 'Spa']",9.0,29.0,Impressive,"Nusa Dua Beach, Nusa Dua",www.traveloka.com/en-en/hotel/indonesia/kayumanis-nusa-dua-private-villa--spa-49073,USD,681.79,Nusa Dua
411,Ambengan Private Villa,"['Car rental', 'Beach towel']",9.1,12.0,Superb,"Nusa Penida, Nusa Island",www.traveloka.com/en-en/hotel/indonesia/ambengan-private-villa-9000000324809,USD,60.24,Others
412,Airship Bali by Alex Villas,"['Kitchenette', 'Airport transfer']",8.8,35.0,Impressive,"Pecatu, Uluwatu",www.traveloka.com/en-en/hotel/indonesia/airship-bali-by-alex-villas-9000001086082,USD,228.29,Uluwatu
413,Adiwana Dara Ayu Villas,['Spa'],8.6,81.0,Impressive,"Payangan, Ubud",www.traveloka.com/en-en/hotel/indonesia/adiwana-dara-ayu-villas-3000010001376,USD,92.69,Ubud
414,Yucca Villas,['Kitchenette'],9.2,28.0,Superb,"Canggu, Kuta Utara",www.traveloka.com/en-en/hotel/indonesia/yucca-villas-9000000966459,USD,220.56,Canggu
415,The Jungle Villa Ubud,"['Massage', 'Spa']",8.7,8.0,Impressive,"Sayan, Ubud",www.traveloka.com/en-en/hotel/indonesia/the-jungle-villa-ubud-9000000690552,USD,45.54,Ubud
416,Mana Villas Nusa Dua,['Pool sun loungers'],9.5,5.0,Superb,"Nusa Dua, Kuta Selatan",www.traveloka.com/en-en/hotel/indonesia/mana-villas-nusa-dua-9000001296943,USD,87.48,Nusa Dua
417,Black Penny Villas Ubud,"['Cycling', 'Massage', 'Express check-out', 'Bar']",8.9,17.0,Impressive,"Kedewatan, Ubud",www.traveloka.com/en-en/hotel/indonesia/black-penny-villas-ubud-3000020013980,USD,235.21,Ubud
418,Arta Private Villa,"['Romantic proposal packages', 'Spa']",9.0,15.0,Impressive,"Tampaksiring, Ubud",www.traveloka.com/en-en/hotel/indonesia/arta-private-villa-9000001059529,USD,77.34,Ubud
419,Royal Majesty Villas Jimbaran,['N/A'],8.3,13.0,Impressive,"Jimbaran, Kuta Selatan",www.traveloka.com/en-en/hotel/indonesia/royal-majesty-villas-jimbaran-3000010043748,USD,73.43,Jimbaran
420,Tri Dewi Residence by Pramana Villas,"['Cycling', 'Outdoor facilities', 'Bicycle rental', 'Massage', 'Airport transfer']",9.0,72.0,Impressive,"Tegallalang, Ubud",www.traveloka.com/en-en/hotel/indonesia/tri-dewi-residence-by-pramana-villas-3000020001055,USD,37.04,Ubud
421,Uma Mani Villa,"['Badminton', 'Banana boat', 'Recreation room', 'Kitchenette', 'Express check-out', 'Bar']",8.5,78.0,Impressive,"Jimbaran, Kuta Selatan",www.traveloka.com/en-en/hotel/indonesia/uma-mani-villa-3000020006250,USD,9.99,Jimbaran
422,Ayu Laba Beach Villa and Resto,"['Surfing', 'Snorkeling', 'Fishing', 'Diving', 'Beach towel', 'Poolside bar']",8.7,52.0,Impressive,"Nusa Penida, Nusa Island",www.traveloka.com/en-en/hotel/indonesia/ayu-laba-beach-villa-and-resto-3000020010079,USD,27.52,Others
423,Menzel Villa Nusa Dua,"['Outdoor facilities', 'Kitchenette', 'Airport transfer']",8.5,7.0,Impressive,"Nusa Dua Beach, Nusa Dua",www.traveloka.com/en-en/hotel/indonesia/menzel-villa-nusa-dua-3000020015711,USD,111.41,Nusa Dua
424,Hartaning House by Pramana Villas,['N/A'],8.6,66.0,Impressive,"Ubud, Gianyar",www.traveloka.com/en-en/hotel/indonesia/hartaning-house-by-pramana-villas-3000020016474,USD,26.07,Ubud
425,Paisa Seminyak Living,"['Shopping center shuttle', 'Massage', 'Beach umbrella', 'Spa']",8.5,485.0,Impressive,"Seminyak, Kuta",www.traveloka.com/en-en/hotel/indonesia/paisa-seminyak-living-3000020017047,USD,62.04,Seminyak
426,Abaca Villas,"['Karaoke', 'Massage', 'Kitchenette', 'Library', 'Pool sun loungers']",8.8,35.0,Impressive,"Seminyak, Kuta",www.traveloka.com/en-en/hotel/indonesia/abaca-villas-3000020019439,USD,1158.69,Seminyak
427,Ketut's Place Villas Ubud,"['Outdoor facilities', 'Beach towel', 'Poolside bar', 'Express check-out', 'Picnic area', 'Bar']",8.8,35.0,Impressive,"Ubud, Gianyar",www.traveloka.com/en-en/hotel/indonesia/ketuts-place-villas-ubud-3000020020198,USD,62.2,Ubud
428,The Bali Menjangan Boutique Villa & Dive Center,"['Beach shuttle', 'Bicycle storage', 'Babysitting', 'Bicycle rental', 'Car rental', 'Beach towel']",8.8,35.0,Impressive,"Pemuteran, Buleleng",www.traveloka.com/en-en/hotel/indonesia/the-bali-menjangan-boutique-villa--dive-center-9000000134218,USD,28.4,Others
429,Ubud Art Resort,['N/A'],9.7,6.0,Superb,"Ubud, Gianyar",www.traveloka.com/en-en/hotel/indonesia/ubud-art-resort-9000000296272,USD,93.52,Ubud
430,Wana Shanti Villa,"['Outdoor facilities', 'Sun loungers', 'Bicycle rental', 'Massage', 'Airport transfer']",8.7,55.0,Impressive,"Mengwi, Badung",www.traveloka.com/en-en/hotel/indonesia/wana-shanti-villa-9000000419142,USD,42.85,Others
431,Umakelod Sebatu Villas,"['Massage', 'Spa']",8.6,73.0,Impressive,"Sebatu, Tegallalang",www.traveloka.com/en-en/hotel/indonesia/umakelod-sebatu-villas-9000000448920,USD,36.88,Others
432,Mandala The Rocks,"['Waterskiing', 'Jet ski', 'Windsurfing', 'Canoeing', 'Diving', 'Bar']",8.8,35.0,Impressive,"Pecatu, Uluwatu",www.traveloka.com/en-en/hotel/indonesia/mandala-the-rocks-9000000638152,USD,807.57,Uluwatu
433,Capila Villa Bali,"['Recreation room', 'Bar']",8.2,162.0,Convenient,"Canggu, Kuta Utara",www.traveloka.com/en-en/hotel/indonesia/capila-villa-bali-9000000643094,USD,33.68,Canggu
434,Happy Together By Villa Kresna,"['Massage', 'Spa', 'Bar']",9.2,9.0,Superb,"Seminyak, Kuta",www.traveloka.com/en-en/hotel/indonesia/happy-together-by-villa-kresna-9000000806211,USD,114.54,Seminyak
435,Danka Villa Sanur,"['Hot tub', 'Massage', 'Kitchenette', 'Airport transfer', 'Express check-out', 'Spa']",9.2,71.0,Superb,"Sanur, Bali",www.traveloka.com/en-en/hotel/indonesia/danka-villa-sanur-9000000882423,USD,118.94,Sanur
436,Villa Bebek Cottages Sanur,"['Massage', 'Airport transfer', 'Express check-out']",9.3,10.0,Superb,"Sanur, Bali",www.traveloka.com/en-en/hotel/indonesia/villa-bebek-cottages-sanur-9000000889960,USD,116.48,Sanur
437,Santris Villas by Pramana Villas,['Kitchenette'],9.2,39.0,Superb,"Tegallalang, Ubud",www.traveloka.com/en-en/hotel/indonesia/santris-villas-by-pramana-villas-9000000890163,USD,92.14,Ubud
438,Amarta Pesagi Retreat Tabanan,"['Pets allowed', 'Airport transfer']",8.8,35.0,Impressive,"Selemadeg, Tabanan",www.traveloka.com/en-en/hotel/indonesia/amarta-pesagi-retreat-tabanan-9000000925956,USD,77.06,Others
439,Lingga Bali,['N/A'],8.5,85.0,Impressive,"Kintamani, Bangli",www.traveloka.com/en-en/hotel/indonesia/lingga-bali-9000000928043,USD,34.28,Others
440,Villa NVL Canggu by Nagisa Bali,['N/A'],8.8,35.0,Impressive,"Canggu, Kuta Utara",www.traveloka.com/en-en/hotel/indonesia/villa-nvl-canggu-by-nagisa-bali-9000000946516,USD,769.43,Canggu
441,Noku Beach House by Elite Havens,['Game room'],8.8,35.0,Impressive,"Seminyak, Kuta",www.traveloka.com/en-en/hotel/indonesia/noku-beach-house-by-elite-havens-9000000948042,USD,30.58,Seminyak
